game_title,author,number_of_ratings,wowie_rank,wowie_score,wowie_raw_score,fun_rank,fun_score,fun_raw_score,creativity_rank,creativity_score,creativity_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,on_topic_rank,on_topic_score,on_topic_raw_score
Glitch DefendAIr,Icicle, 23,#424,2.913,2.913,#506,2.696,2.696,#479,3.043,3.043,#509,3.304,3.304,#406,2.870,2.870,#416,3.087,3.087,#314,3.435,3.435
Gear Collector,abocado, 22,#425,2.909,2.909,#343,3.136,3.136,#423,3.182,3.182,#547,3.182,3.182,#576,2.364,2.364,#328,3.364,3.364,#362,3.318,3.318
A Carrot for Two,KamikaziDev, 22,#425,2.909,2.909,#390,3.000,3.000,#454,3.136,3.136,#197,3.955,3.955,#392,2.909,2.909,#134,3.955,3.955,#343,3.364,3.364
ACHT's Arena,SajimRZ, 54,#427,2.907,2.907,#408,2.981,2.981,#371,3.296,3.296,#478,3.389,3.389,#618,2.241,2.241,#454,2.963,2.963,#244,3.630,3.630
Cat,Triangle Point, 73,#428,2.904,2.904,#440,2.863,2.863,#521,2.932,2.932,#362,3.630,3.630,#146,3.466,3.466,#523,2.822,2.822,#387,3.247,3.247
Escape with AI,LemonDev, 62,#429,2.903,2.903,#405,2.984,2.984,#551,2.855,2.855,#410,3.532,3.532,#429,2.806,2.806,#451,2.984,2.984,#321,3.419,3.419
Escape from AI Facility,"timmmmmb, cravay, Kuraikari", 19,#431,2.895,2.895,#515,2.684,2.684,#442,3.158,3.158,#175,4.000,4.000,#483,2.632,2.632,#320,3.368,3.368,#167,3.842,3.842
Anti-ficial Intelligence,"Kohan, Davy Kozlowski, Smutnacebula", 47,#432,2.894,2.894,#475,2.787,2.787,#201,3.702,3.702,#654,2.851,2.851,#223,3.277,3.277,#261,3.553,3.553,#385,3.255,3.255
Overcrowded Blobs,Benjabubble, 9,#433,2.887,3.333,#406,2.983,3.444,#568,2.791,3.222,#307,3.753,4.333,#261,3.175,3.667,#258,3.560,4.111,#380,3.272,3.778
Inhumane Human Search,EnergyPumpkin, 9,#433,2.887,3.333,#541,2.598,3.000,#462,3.079,3.556,#445,3.464,4.000,#310,3.079,3.556,#636,2.406,2.778,#340,3.368,3.889
Slimey Adventures,Phil, 17,#435,2.882,2.882,#435,2.882,2.882,#425,3.176,3.176,#175,4.000,4.000,#287,3.118,3.118,#139,3.941,3.941,#431,3.118,3.118
Overcharge,GhostMiner, 105,#436,2.876,2.876,#347,3.124,3.124,#381,3.276,3.276,#276,3.819,3.819,#324,3.048,3.048,#429,3.067,3.067,#806,1.819,1.819
Junior necro executive assistant,psevrain, 16,#437,2.875,2.875,#283,3.250,3.250,#468,3.063,3.063,#365,3.625,3.625,#484,2.625,2.625,#236,3.625,3.625,#406,3.188,3.188
Heroes of Trinity,bryengx, 46,#438,2.870,2.870,#315,3.196,3.196,#343,3.370,3.370,#132,4.087,4.087,#474,2.674,2.674,#615,2.522,2.522,#150,3.891,3.891
Do as I Do,AudioDread, 23,#438,2.870,2.870,#269,3.304,3.304,#393,3.261,3.261,#371,3.609,3.609,#329,3.000,3.000,#602,2.565,2.565,#234,3.652,3.652
Katanari,huascar_elvisioso, 23,#438,2.870,2.870,#506,2.696,2.696,#486,3.000,3.000,#578,3.087,3.087,#364,2.957,2.957,#212,3.696,3.696,#626,2.522,2.522
Artiform,Dimensional Space, 68,#441,2.868,2.868,#419,2.941,2.941,#401,3.221,3.221,#372,3.603,3.603,#407,2.868,2.868,#610,2.544,2.544,#389,3.235,3.235
TrAIn Saver,4DIS, 15,#442,2.867,2.867,#345,3.133,3.133,#276,3.533,3.533,#497,3.333,3.333,#283,3.133,3.133,#305,3.400,3.400,#427,3.133,3.133
Runners,SixGames, 15,#442,2.867,2.867,#536,2.600,2.600,#486,3.000,3.000,#373,3.600,3.600,#329,3.000,3.000,#305,3.400,3.400,#230,3.667,3.667
"Endless Rocks, Endless Nights",Black Frawg, 60,#442,2.867,2.867,#386,3.033,3.033,#484,3.017,3.017,#328,3.683,3.683,#446,2.750,2.750,#549,2.750,2.750,#627,2.517,2.517
Save the President,Ratusca, 22,#445,2.864,2.864,#468,2.818,2.818,#423,3.182,3.182,#175,4.000,4.000,#438,2.773,2.773,#538,2.773,2.773,#410,3.182,3.182
Malware finder!,Hako2807, 8,#446,2.858,3.500,#374,3.062,3.750,#384,3.266,4.000,#435,3.470,4.250,#410,2.858,3.500,#576,2.654,3.250,#510,2.858,3.500
There is no escape,Mattia Raffaele, 8,#446,2.858,3.500,#330,3.164,3.875,#545,2.858,3.500,#590,3.062,3.750,#827,1.429,1.750,#432,3.062,3.750,#583,2.654,3.250
Fight the crypto,Mccrown, 14,#448,2.857,2.857,#390,3.000,3.000,#448,3.143,3.143,#567,3.143,3.143,#603,2.286,2.286,#532,2.786,2.786,#513,2.857,2.857
AI Factory,Davidox, 21,#448,2.857,2.857,#483,2.762,2.762,#486,3.000,3.000,#567,3.143,3.143,#329,3.000,3.000,#499,2.857,2.857,#591,2.619,2.619
Bounty Boss,"Rintaro Kawasaki, ConstantDerivative", 13,#450,2.846,2.846,#426,2.923,2.923,#443,3.154,3.154,#368,3.615,3.615,#713,1.846,1.846,#468,2.923,2.923,#304,3.462,3.462
Buz Bot,l0rn3, 38,#451,2.842,2.842,#563,2.553,2.553,#373,3.289,3.289,#648,2.868,2.868,#293,3.105,3.105,#179,3.816,3.816,#257,3.579,3.579
Cleaner.EXE,Szenos, 19,#451,2.842,2.842,#474,2.789,2.789,#144,3.842,3.842,#734,2.579,2.579,#321,3.053,3.053,#504,2.842,2.842,#257,3.579,3.579
AI Factory,TGP-Games, 25,#453,2.840,2.840,#382,3.040,3.040,#538,2.880,2.880,#319,3.720,3.720,#430,2.800,2.800,#371,3.240,3.240,#599,2.600,2.600
A. Eye,Opossum In A Jar, 37,#454,2.838,2.838,#414,2.946,2.946,#354,3.351,3.351,#294,3.784,3.784,#387,2.919,2.919,#369,3.243,3.243,#571,2.703,2.703
Starship In Peril WowieJam4,Nebulaoblivion, 7,#455,2.837,3.714,#493,2.728,3.571,#584,2.728,3.571,#480,3.382,4.429,#457,2.728,3.571,#460,2.946,3.857,#558,2.728,3.571
Tea Bag,Shaggysherlock58, 7,#455,2.837,3.714,#452,2.837,3.714,#634,2.510,3.286,#277,3.819,5.000,#527,2.510,3.286,#555,2.728,3.571,#453,3.055,4.000
Capacitance,ReckingballStudios, 7,#455,2.837,3.714,#493,2.728,3.571,#584,2.728,3.571,#710,2.619,3.429,#527,2.510,3.286,#585,2.619,3.429,#628,2.510,3.286
AutoClaw,C1200, 12,#458,2.833,2.833,#487,2.750,2.750,#285,3.500,3.500,#27,4.417,4.417,#63,3.750,3.750,#514,2.833,2.833,#284,3.500,3.500
Trudy and Hawking vs the SpiderQueen,draggmaste, 18,#458,2.833,2.833,#457,2.833,2.833,#518,2.944,2.944,#497,3.333,3.333,#460,2.722,2.722,#239,3.611,3.611,#414,3.167,3.167
Make game with AI,quwerty, 12,#458,2.833,2.833,#487,2.750,2.750,#558,2.833,2.833,#497,3.333,3.333,#229,3.250,3.250,#572,2.667,2.667,#526,2.833,2.833
Help The Robot,LejoDev, 10,#462,2.830,3.100,#464,2.830,3.100,#459,3.104,3.400,#349,3.651,4.000,#545,2.465,2.700,#603,2.556,2.800,#495,2.921,3.200
is_finished=false,picalines, 6,#463,2.828,4.000,#586,2.475,3.500,#466,3.064,4.333,#510,3.300,4.667,#801,1.532,2.167,#459,2.946,4.167,#446,3.064,4.333
Repeat after Me,FasePlay, 17,#464,2.824,2.824,#481,2.765,2.765,#486,3.000,3.000,#532,3.235,3.235,#522,2.529,2.529,#598,2.588,2.588,#236,3.647,3.647
Fetch Quest,simulacrum_games, 22,#465,2.818,2.818,#468,2.818,2.818,#399,3.227,3.227,#570,3.136,3.136,#304,3.091,3.091,#134,3.955,3.955,#590,2.636,2.636
A and I,yaminoodle, 27,#466,2.815,2.815,#517,2.667,2.667,#394,3.259,3.259,#401,3.556,3.556,#256,3.185,3.185,#67,4.222,4.222,#502,2.889,2.889
Cactus bot,C0nB0mb, 21,#467,2.810,2.810,#321,3.190,3.190,#419,3.190,3.190,#199,3.952,3.952,#542,2.476,2.476,#643,2.381,2.381,#534,2.810,2.810
Cat with the Lamps,"Bobble, AlbySilly", 41,#468,2.805,2.805,#666,2.220,2.220,#404,3.220,3.220,#69,4.244,4.244,#158,3.415,3.415,#36,4.415,4.415,#597,2.610,2.610
Emotional AI,spadeship, 20,#469,2.800,2.800,#536,2.600,2.600,#530,2.900,2.900,#22,4.450,4.450,#472,2.700,2.700,#363,3.250,3.250,#553,2.750,2.750
Extreme Roomba Annihilation XL,BRUHJAMMER, 9,#470,2.791,3.222,#541,2.598,3.000,#303,3.464,4.000,#740,2.502,2.889,#724,1.828,2.111,#529,2.791,3.222,#574,2.694,3.111
You and BOT army,Entertaining  Industries, 9,#470,2.791,3.222,#364,3.079,3.556,#426,3.175,3.667,#517,3.272,3.778,#533,2.502,2.889,#754,1.925,2.222,#340,3.368,3.889
Trash Companion,Lbacon, 9,#470,2.791,3.222,#364,3.079,3.556,#348,3.368,3.889,#342,3.657,4.222,#496,2.598,3.000,#196,3.753,4.333,#264,3.560,4.111
Traverse,Moonlit Lobster, 9,#470,2.791,3.222,#508,2.694,3.111,#568,2.791,3.222,#445,3.464,4.000,#496,2.598,3.000,#452,2.983,3.444,#603,2.598,3.000
Blind Guy,itsohclay, 9,#470,2.791,3.222,#578,2.502,2.889,#426,3.175,3.667,#622,2.983,3.444,#533,2.502,2.889,#480,2.887,3.333,#380,3.272,3.778
Escape Yellow,tatarinovst, 19,#475,2.789,2.789,#490,2.737,2.737,#389,3.263,3.263,#676,2.789,2.789,#523,2.526,2.526,#299,3.421,3.421,#318,3.421,3.421
Govy!,OMTIBILLA, 14,#476,2.786,2.786,#501,2.714,2.714,#320,3.429,3.429,#677,2.786,2.786,#243,3.214,3.214,#581,2.643,2.643,#398,3.214,3.214
"Witch, Demons & Robot","IvanBarabash, Nyuta, TymurMatukhno, Niek352, iwannabesonic", 11,#477,2.785,2.909,#651,2.263,2.364,#402,3.220,3.364,#847,2.089,2.182,#361,2.959,3.091,#17,4.526,4.727,#395,3.220,3.364
Dillards Destiny,Weldify, 11,#477,2.785,2.909,#411,2.959,3.091,#256,3.569,3.727,#678,2.785,2.909,#404,2.872,3.000,#488,2.872,3.000,#482,2.959,3.091
Robot Game,"Kitty_McTophat, Procymbopteryx", 11,#477,2.785,2.909,#476,2.785,2.909,#570,2.785,2.909,#395,3.569,3.727,#361,2.959,3.091,#534,2.785,2.909,#369,3.307,3.455
Pig Chef,Square Coconut Studios, 11,#477,2.785,2.909,#194,3.482,3.636,#332,3.395,3.545,#678,2.785,2.909,#561,2.437,2.545,#284,3.482,3.636,#624,2.524,2.636
Sir... I m stupid,iksperius, 11,#477,2.785,2.909,#437,2.872,3.000,#476,3.046,3.182,#506,3.307,3.455,#493,2.611,2.727,#635,2.437,2.545,#456,3.046,3.182
RobTheRobot,234zu, 23,#482,2.783,2.783,#572,2.522,2.522,#318,3.435,3.435,#270,3.826,3.826,#611,2.261,2.261,#756,1.913,1.913,#56,4.174,4.174
Fly to the R̶e̶s̶c̶u̶e Death,LegendxD, 27,#483,2.778,2.778,#352,3.111,3.111,#316,3.444,3.444,#297,3.778,3.778,#211,3.296,3.296,#378,3.222,3.222,#612,2.593,2.593
Independent Action,Mantimestwo, 18,#483,2.778,2.778,#457,2.833,2.833,#400,3.222,3.222,#236,3.889,3.889,#241,3.222,3.222,#116,4.000,4.000,#562,2.722,2.722
Ant and Flea,nickdevprod, 26,#485,2.769,2.769,#434,2.885,2.885,#418,3.192,3.192,#565,3.154,3.154,#358,2.962,2.962,#249,3.577,3.577,#689,2.308,2.308
Co-Pilot With TAPI,"zakoneko, Ccucumber12, samuelchou", 13,#485,2.769,2.769,#390,3.000,3.000,#338,3.385,3.385,#259,3.846,3.846,#312,3.077,3.077,#502,2.846,2.846,#273,3.538,3.538
bAbIes,Phiara, 17,#487,2.765,2.765,#504,2.706,2.706,#396,3.235,3.235,#271,3.824,3.824,#564,2.412,2.412,#687,2.235,2.235,#192,3.765,3.765
Norman and billy the robot,tremorlives, 29,#488,2.759,2.759,#432,2.897,2.897,#483,3.034,3.034,#458,3.448,3.448,#397,2.897,2.897,#195,3.759,3.759,#216,3.724,3.724
Unnamed Puzzle Game,"Ahnaf30e, Sakata, MR Flo-ax", 8,#489,2.756,3.375,#597,2.449,3.000,#437,3.164,3.875,#590,3.062,3.750,#269,3.164,3.875,#493,2.858,3.500,#338,3.368,4.125
Start Snow,Barigamb, 12,#490,2.750,2.750,#429,2.917,2.917,#357,3.333,3.333,#615,3.000,3.000,#613,2.250,2.250,#656,2.333,2.333,#170,3.833,3.833
AI Labs,CosmosGamer, 20,#490,2.750,2.750,#448,2.850,2.850,#567,2.800,2.800,#175,4.000,4.000,#396,2.900,2.900,#566,2.700,2.700,#284,3.500,3.500
AIrt museum,Stickman, 16,#490,2.750,2.750,#582,2.500,2.500,#180,3.750,3.750,#701,2.688,2.688,#176,3.375,3.375,#441,3.000,3.000,#246,3.625,3.625
Don's Escape,K Ba'Punch, 12,#490,2.750,2.750,#653,2.250,2.250,#430,3.167,3.167,#743,2.500,2.500,#419,2.833,2.833,#97,4.083,4.083,#656,2.417,2.417
Painting with an Idiot,ScriptStriker, 31,#494,2.742,2.742,#534,2.613,2.613,#326,3.419,3.419,#231,3.903,3.903,#450,2.742,2.742,#565,2.710,2.710,#536,2.806,2.806
Artificial Bar,vitopigno, 10,#495,2.739,3.000,#590,2.465,2.700,#525,2.921,3.200,#398,3.560,3.900,#213,3.286,3.600,#351,3.286,3.600,#529,2.830,3.100
Blob,Andrey231, 19,#496,2.737,2.737,#334,3.158,3.158,#410,3.211,3.211,#361,3.632,3.632,#778,1.632,1.632,#320,3.368,3.368,#848,1.632,1.632
Bob the Robot,Saikik0_0, 15,#497,2.733,2.733,#536,2.600,2.600,#486,3.000,3.000,#373,3.600,3.600,#430,2.800,2.800,#305,3.400,3.400,#207,3.733,3.733
Robot Rumble,Lucas Blizzard, 7,#498,2.728,3.571,#416,2.946,3.857,#666,2.400,3.143,#600,3.055,4.000,#527,2.510,3.286,#585,2.619,3.429,#843,1.637,2.143
WowieJam04,SilverRaven, 7,#498,2.728,3.571,#452,2.837,3.714,#516,2.946,3.857,#771,2.400,3.143,#957,0.764,1.000,#211,3.710,4.857,#485,2.946,3.857
mAIcrowave mAIdness.,First Time Dev, 7,#498,2.728,3.571,#529,2.619,3.429,#554,2.837,3.714,#737,2.510,3.286,#457,2.728,3.571,#508,2.837,3.714,#558,2.728,3.571
Artificial Unintelligence Jam version,RyatHoodMan, 22,#501,2.727,2.727,#614,2.364,2.364,#566,2.818,2.818,#404,3.545,3.545,#576,2.364,2.364,#757,1.909,1.909,#508,2.864,2.864
Cubenion,StuckArcader, 31,#502,2.710,2.710,#573,2.516,2.516,#440,3.161,3.161,#264,3.839,3.839,#450,2.742,2.742,#247,3.581,3.581,#439,3.097,3.097
Zombie Shooter,Koce, 51,#503,2.706,2.706,#419,2.941,2.941,#633,2.510,2.510,#354,3.647,3.647,#442,2.765,2.765,#423,3.078,3.078,#568,2.706,2.706
Who let the cat out? Wowie 4.0 submission,Armaxton, 11,#504,2.698,2.818,#570,2.524,2.636,#511,2.959,3.091,#646,2.872,3.000,#524,2.524,2.636,#488,2.872,3.000,#595,2.611,2.727
snAIk,MrFGames, 9,#505,2.694,3.111,#406,2.983,3.444,#696,2.309,2.667,#307,3.753,4.333,#261,3.175,3.667,#480,2.887,3.333,#574,2.694,3.111
BillyBob Miner,hieldsee, 9,#505,2.694,3.111,#578,2.502,2.889,#534,2.887,3.333,#445,3.464,4.000,#533,2.502,2.889,#567,2.694,3.111,#442,3.079,3.556
Artificial Escape,DerpiestDude, 19,#507,2.684,2.684,#589,2.474,2.474,#389,3.263,3.263,#564,3.158,3.158,#293,3.105,3.105,#299,3.421,3.421,#318,3.421,3.421
They will pay,Alexiush, 22,#508,2.682,2.682,#527,2.636,2.636,#486,3.000,3.000,#493,3.364,3.364,#329,3.000,3.000,#415,3.091,3.091,#532,2.818,2.818
Baking With Doug,BratWorst, 28,#509,2.679,2.679,#516,2.679,2.679,#320,3.429,3.429,#274,3.821,3.821,#435,2.786,2.786,#620,2.500,2.500,#513,2.857,2.857
XOR,Crappie Coding, 12,#510,2.667,2.667,#457,2.833,2.833,#558,2.833,2.833,#384,3.583,3.583,#264,3.167,3.167,#441,3.000,3.000,#580,2.667,2.667
Heady,IngeneniousPhoenix, 24,#510,2.667,2.667,#471,2.792,2.792,#597,2.708,2.708,#384,3.583,3.583,#563,2.417,2.417,#472,2.917,2.917,#692,2.292,2.292
ModBot,Diet Games, 15,#510,2.667,2.667,#567,2.533,2.533,#543,2.867,2.867,#673,2.800,2.800,#520,2.533,2.533,#334,3.333,3.333,#402,3.200,3.200
Robot Mines,Pigeon_Develop, 30,#510,2.667,2.667,#613,2.367,2.367,#357,3.333,3.333,#649,2.867,2.867,#441,2.767,2.767,#514,2.833,2.833,#436,3.100,3.100
VacinAI,Anderson Marques, 33,#510,2.667,2.667,#565,2.545,2.545,#664,2.424,2.424,#288,3.788,3.788,#415,2.848,2.848,#250,3.576,3.576,#634,2.485,2.485
repAIr,byrnedermot, 39,#510,2.667,2.667,#526,2.641,2.641,#522,2.923,2.923,#127,4.103,4.103,#249,3.205,3.205,#424,3.077,3.077,#391,3.231,3.231
Pathfinding,panzerFrog, 8,#516,2.654,3.250,#597,2.449,3.000,#628,2.552,3.125,#590,3.062,3.750,#513,2.552,3.125,#432,3.062,3.750,#478,2.960,3.625
Alan's Test,MushroomStew, 8,#516,2.654,3.250,#520,2.654,3.250,#506,2.960,3.625,#590,3.062,3.750,#714,1.837,2.250,#541,2.756,3.375,#419,3.164,3.875
Whoopy Boopy,Alonzu, 8,#516,2.654,3.250,#330,3.164,3.875,#506,2.960,3.625,#523,3.266,4.000,#554,2.449,3.000,#541,2.756,3.375,#478,2.960,3.625
DRAGON: Game Over,Crip0r, 20,#519,2.650,2.650,#430,2.900,2.900,#412,3.200,3.200,#233,3.900,3.900,#446,2.750,2.750,#384,3.200,3.200,#652,2.450,2.450
AI Colony,Doorlock11, 10,#520,2.647,2.900,#317,3.195,3.500,#605,2.647,2.900,#541,3.195,3.500,#842,1.369,1.500,#709,2.100,2.300,#587,2.647,2.900
Goomba Bros [Wowie Jam 4],Beta Game Studio, 10,#520,2.647,2.900,#557,2.556,2.800,#582,2.739,3.000,#573,3.104,3.400,#604,2.282,2.500,#412,3.104,3.400,#404,3.195,3.500
Cosmic Colours,GalliumElk, 17,#522,2.647,2.647,#678,2.176,2.176,#297,3.471,3.471,#598,3.059,3.059,#375,2.941,2.941,#436,3.059,3.059,#323,3.412,3.412
Descent,kapo.dev, 22,#523,2.636,2.636,#390,3.000,3.000,#611,2.636,2.636,#379,3.591,3.591,#224,3.273,3.273,#475,2.909,2.909,#508,2.864,2.864
Bullet Madness,Sorrem, 22,#523,2.636,2.636,#412,2.955,2.955,#707,2.273,2.273,#11,4.500,4.500,#652,2.091,2.091,#662,2.318,2.318,#362,3.318,3.318
Mr. Meow's Graveyard Shift,BeetJuicer, 19,#525,2.632,2.632,#354,3.105,3.105,#344,3.368,3.368,#468,3.421,3.421,#321,3.053,3.053,#232,3.632,3.632,#257,3.579,3.579
"""Main Path"" the game!",EIIi0TT, 19,#525,2.632,2.632,#612,2.368,2.368,#475,3.053,3.053,#488,3.368,3.368,#805,1.526,1.526,#78,4.158,4.158,#461,3.000,3.000
Combispelly,OndiTech, 16,#527,2.625,2.625,#554,2.563,2.563,#468,3.063,3.063,#502,3.313,3.313,#176,3.375,3.375,#158,3.875,3.875,#732,2.125,2.125
Gloomy forest,Raticek, 24,#527,2.625,2.625,#595,2.458,2.458,#480,3.042,3.042,#613,3.042,3.042,#475,2.667,2.667,#584,2.625,2.625,#461,3.000,3.000
Protect Stewi,Let'sBlend, 16,#527,2.625,2.625,#422,2.938,2.938,#539,2.875,2.875,#460,3.438,3.438,#176,3.375,3.375,#278,3.500,3.500,#366,3.313,3.313
Alvearium Automata,SilverlyBee, 16,#527,2.625,2.625,#514,2.688,2.688,#258,3.563,3.563,#641,2.938,2.938,#904,1.125,1.125,#681,2.250,2.250,#504,2.875,2.875
Morbots.,PotaJoe, 7,#531,2.619,3.429,#416,2.946,3.857,#666,2.400,3.143,#425,3.491,4.571,#369,2.946,3.857,#555,2.728,3.571,#416,3.164,4.143
RoboHope,JustDevDan, 7,#531,2.619,3.429,#493,2.728,3.571,#554,2.837,3.714,#771,2.400,3.143,#740,1.746,2.286,#668,2.291,3.000,#522,2.837,3.714
Charlie,IMelker, 7,#531,2.619,3.429,#574,2.510,3.286,#435,3.164,4.143,#660,2.837,3.714,#487,2.619,3.429,#399,3.164,4.143,#378,3.273,4.286
Vacumator,Fakhri, 7,#531,2.619,3.429,#574,2.510,3.286,#613,2.619,3.429,#600,3.055,4.000,#601,2.291,3.000,#508,2.837,3.714,#416,3.164,4.143
Escape the lab,GamePixeI, 13,#535,2.615,2.615,#533,2.615,2.615,#443,3.154,3.154,#583,3.077,3.077,#549,2.462,2.462,#688,2.231,2.231,#578,2.692,2.692
"V""AI""entine's Day",Mondobe, 11,#536,2.611,2.727,#601,2.437,2.545,#476,3.046,3.182,#427,3.482,3.636,#589,2.350,2.455,#740,2.002,2.091,#395,3.220,3.364
Remy the lab rat,SarelCookie, 11,#536,2.611,2.727,#570,2.524,2.636,#542,2.872,3.000,#646,2.872,3.000,#673,2.002,2.091,#534,2.785,2.909,#505,2.872,3.000
Bounce Buddies,"Legendary_Pineapple, Varniro", 11,#536,2.611,2.727,#302,3.220,3.364,#600,2.698,2.818,#268,3.830,4.000,#493,2.611,2.727,#253,3.569,3.727,#425,3.133,3.273
Want Apples,Jonas H, 25,#539,2.600,2.600,#500,2.720,2.720,#482,3.040,3.040,#49,4.320,4.320,#579,2.360,2.360,#441,3.000,3.000,#521,2.840,2.840
Two on spaceship,S1rCookie, 9,#540,2.598,3.000,#508,2.694,3.111,#621,2.598,3.000,#396,3.560,4.111,#596,2.309,2.667,#480,2.887,3.333,#539,2.791,3.222
Zookeeper Zach,Taxtengo, 9,#540,2.598,3.000,#508,2.694,3.111,#348,3.368,3.889,#580,3.079,3.556,#533,2.502,2.889,#480,2.887,3.333,#474,2.983,3.444
DOT Rush,RiverrDev, 6,#543,2.593,3.667,#546,2.593,3.667,#647,2.475,3.500,#667,2.828,4.000,#581,2.357,3.333,#648,2.357,3.333,#636,2.475,3.500
Algorhythm,GenyaDev, 6,#543,2.593,3.667,#465,2.828,4.000,#564,2.828,4.000,#721,2.593,3.667,#425,2.828,4.000,#594,2.593,3.667,#734,2.121,3.000
Help the robots!,matveyka10261, 6,#543,2.593,3.667,#546,2.593,3.667,#514,2.946,4.167,#776,2.357,3.333,#644,2.121,3.000,#648,2.357,3.333,#608,2.593,3.667
Clean Your Evil,JakeDeveloper, 27,#546,2.593,2.593,#517,2.667,2.667,#581,2.741,2.741,#401,3.556,3.556,#881,1.222,1.222,#234,3.630,3.630,#691,2.296,2.296
Recharge,eddex, 34,#547,2.588,2.588,#446,2.853,2.853,#565,2.824,2.824,#195,3.971,3.971,#844,1.353,1.353,#540,2.765,2.765,#162,3.853,3.853
LAIfe Labs,gabethesecond, 12,#548,2.583,2.583,#517,2.667,2.667,#579,2.750,2.750,#683,2.750,2.750,#613,2.250,2.250,#246,3.583,3.583,#498,2.917,2.917
One Minute Attack,purple_spider513, 12,#548,2.583,2.583,#283,3.250,3.250,#604,2.667,2.667,#67,4.250,4.250,#504,2.583,2.583,#514,2.833,2.833,#615,2.583,2.583
Defense from the Martian Assault,emaker123, 12,#548,2.583,2.583,#457,2.833,2.833,#735,2.167,2.167,#557,3.167,3.167,#388,2.917,2.917,#418,3.083,3.083,#615,2.583,2.583
Robo Survivors,Nicmaty, 5,#551,2.582,4.000,#503,2.711,4.200,#750,2.066,3.200,#625,2.969,4.600,#751,1.678,2.600,#830,1.549,2.400,#564,2.711,4.200
Dodo vs The Thunder Cloud,Prasen Kakade, 16,#552,2.563,2.563,#716,2.063,2.063,#612,2.625,2.625,#327,3.688,3.688,#484,2.625,2.625,#410,3.125,3.125,#653,2.438,2.438
EntertAInment,"PedroGDev, RTU_Dev", 16,#552,2.563,2.563,#554,2.563,2.563,#539,2.875,2.875,#460,3.438,3.438,#511,2.563,2.563,#465,2.938,2.938,#406,3.188,3.188
(un)finishedproject,matthewyoshi, 10,#554,2.556,2.800,#649,2.282,2.500,#416,3.195,3.500,#708,2.647,2.900,#572,2.373,2.600,#709,2.100,2.300,#556,2.739,3.000
Pico blueprint,BoX! bOx!, 10,#554,2.556,2.800,#389,3.012,3.300,#459,3.104,3.400,#398,3.560,3.900,#604,2.282,2.500,#517,2.830,3.100,#372,3.286,3.600
Robotz!?,Adam_B-dev, 10,#554,2.556,2.800,#590,2.465,2.700,#653,2.465,2.700,#265,3.834,4.200,#604,2.282,2.500,#626,2.465,2.700,#333,3.378,3.700
Escaped,Koolii, 10,#554,2.556,2.800,#524,2.647,2.900,#416,3.195,3.500,#170,4.017,4.400,#572,2.373,2.600,#551,2.739,3.000,#333,3.378,3.700
Most frustrating ant game,Soulikotze, 18,#558,2.556,2.556,#665,2.222,2.222,#430,3.167,3.167,#23,4.444,4.444,#841,1.389,1.389,#689,2.222,2.222,#452,3.056,3.056
Robuddy,Darkness_00, 18,#558,2.556,2.556,#681,2.167,2.167,#486,3.000,3.000,#644,2.889,2.889,#264,3.167,3.167,#116,4.000,4.000,#542,2.778,2.778
AIsland,Hyperur, 47,#560,2.553,2.553,#562,2.553,2.553,#520,2.936,2.936,#703,2.660,2.660,#398,2.894,2.894,#539,2.766,2.766,#317,3.426,3.426
Jett Out!,Genesius, 8,#561,2.552,3.125,#656,2.245,2.750,#470,3.062,3.750,#560,3.164,3.875,#616,2.245,2.750,#775,1.837,2.250,#549,2.756,3.375
STARSHIP IQ,ThresholdGames, 8,#561,2.552,3.125,#622,2.347,2.875,#437,3.164,3.875,#332,3.674,4.500,#641,2.143,2.625,#493,2.858,3.500,#382,3.266,4.000
Fred's Neat Tunes,Skeepy, 8,#561,2.552,3.125,#484,2.756,3.375,#545,2.858,3.500,#523,3.266,4.000,#225,3.266,4.000,#683,2.245,2.750,#753,2.041,2.500
CO()LAI,Arjun, 8,#561,2.552,3.125,#656,2.245,2.750,#574,2.756,3.375,#590,3.062,3.750,#641,2.143,2.625,#541,2.756,3.375,#510,2.858,3.500
H4NS-BOT,lucs11, 8,#561,2.552,3.125,#441,2.858,3.500,#545,2.858,3.500,#590,3.062,3.750,#554,2.449,3.000,#541,2.756,3.375,#338,3.368,4.125
TAG the game,MBAgames dev, 20,#566,2.550,2.550,#643,2.300,2.300,#684,2.350,2.350,#5,4.550,4.550,#99,3.600,3.600,#293,3.450,3.450,#599,2.600,2.600
Lazy Birds,Krish Dargar, 22,#567,2.545,2.545,#498,2.727,2.727,#544,2.864,2.864,#111,4.136,4.136,#623,2.227,2.227,#524,2.818,2.818,#731,2.136,2.136
Nude Beach,Yan, 60,#568,2.533,2.533,#532,2.617,2.617,#599,2.700,2.700,#207,3.933,3.933,#504,2.583,2.583,#632,2.450,2.450,#774,1.967,1.967
Don't Let The Bot Die,CORNER STUDIOS, 15,#568,2.533,2.533,#536,2.600,2.600,#486,3.000,3.000,#443,3.467,3.467,#520,2.533,2.533,#466,2.933,2.933,#599,2.600,2.600
